epoch,step,train_loss,val_loss
0,28,,0.27966082096099854
1,49,0.6184911131858826,
1,57,,0.24111157655715942
2,86,,0.21346794068813324
3,99,0.4545131325721741,
3,115,,0.1914816051721573
4,144,,0.18134477734565735
5,149,0.3629806935787201,
5,173,,0.15398867428302765
6,199,0.29750242829322815,
6,202,,0.1405799686908722
7,231,,0.12620823085308075
8,249,0.33406761288642883,
8,260,,0.126442089676857
9,289,,0.11350014060735703
10,299,0.27304607629776,
10,318,,0.10921864211559296
11,347,,0.09703417867422104
12,349,0.3105466365814209,
12,376,,0.09212114661931992
13,399,0.23619431257247925,
13,405,,0.08847155421972275
14,434,,0.08627695590257645
15,449,0.20017613470554352,
15,463,,0.08033035695552826
16,492,,0.07844454795122147
17,499,0.1363552361726761,
17,521,,0.0711572915315628
18,549,0.15592007339000702,
18,550,,0.06985660642385483
19,579,,0.06727540493011475
20,599,0.17382808029651642,
20,608,,0.06553435325622559
21,637,,0.06371575593948364
22,649,0.12990550696849823,
22,666,,0.060959719121456146
23,695,,0.06004916876554489
24,699,0.13265369832515717,
24,724,,0.055471569299697876
25,749,0.16912901401519775,
25,753,,0.05395254120230675
26,782,,0.051587045192718506
27,799,0.11863140761852264,
27,811,,0.04845841974020004
28,840,,0.04807879030704498
29,849,0.1417226493358612,
29,869,,0.0462489128112793
30,898,,0.04666748642921448
31,899,0.09327644109725952,
31,927,,0.04436803609132767
32,949,0.09473816305398941,
32,956,,0.04536809027194977
33,985,,0.04522811993956566
34,999,0.08530090004205704,
34,1014,,0.0436471588909626
35,1043,,0.042058635503053665
36,1049,0.08729028701782227,
36,1072,,0.04206239432096481
37,1099,0.09515431523323059,
37,1101,,0.0423479862511158
38,1130,,0.039402320981025696
39,1149,0.09494175016880035,
39,1159,,0.039819106459617615
40,1188,,0.03870103508234024
41,1199,0.08956639468669891,
41,1217,,0.03751373663544655
42,1246,,0.03592301905155182
43,1249,0.08031406998634338,
43,1275,,0.036046143621206284
